activity_id,event_id,agent_sk,lead_sk,campaign_sk,date_key,event_timestamp,event_type,message_length,response_latency_hours,is_converted,created_at
1420,EVT-0001420,4,60,2,20260730,2026-07-30T04:28:13.831327+00:00,MESSAGE_SENT,391,,0,2026-08-19 13:16:44
1421,EVT-0001421,4,117,3,20260729,2026-07-29T11:00:42.455873+00:00,INVITE_SENT,196,,0,2026-08-19 13:16:44
1422,EVT-0001422,4,32,2,20260729,2026-07-29T11:02:42.455873+00:00,INVITE_SENT,127,,0,2026-08-19 13:16:44
1423,EVT-0001423,4,32,2,20260730,2026-07-30T04:39:28.328534+00:00,INVITE_ACCEPTED,0,12.37,0,2026-08-19 13:16:44
1424,EVT-0001424,4,32,2,20260730,2026-07-30T07:30:03.650506+00:00,MESSAGE_SENT,435,,0,2026-08-19 13:16:44
1425,EVT-0001425,4,89,2,20260729,2026-07-29T09:15:42.455873+00:00,INVITE_SENT,168,,0,2026-08-19 13:16:44
1426,EVT-0001426,4,24,3,20260729,2026-07-29T10:59:42.455873+00:00,INVITE_SENT,279,,0,2026-08-19 13:16:44
1427,EVT-0001427,4,24,3,20260730,2026-07-30T07:15:18.138789+00:00,INVITE_ACCEPTED,0,21.08,0,2026-08-19 13:16:44
1428,EVT-0001428,4,24,3,20260730,2026-07-30T08:31:31.671302+00:00,MESSAGE_SENT,396,,0,2026-08-19 13:16:44
1429,EVT-0001429,4,24,3,20260730,2026-07-30T12:23:48.045779+00:00,REPLY_RECEIVED,117,4.0,0,2026-08-19 13:16:44
1430,EVT-0001430,4,10,1,20260729,2026-07-29T16:23:42.455873+00:00,INVITE_SENT,193,,0,2026-08-19 13:16:44
1431,EVT-0001431,4,119,2,20260729,2026-07-29T16:26:42.455873+00:00,INVITE_SENT,177,,0,2026-08-19 13:16:44
1432,EVT-0001432,4,91,2,20260729,2026-07-29T09:36:42.455873+00:00,INVITE_SENT,143,,0,2026-08-19 13:16:44
1433,EVT-0001433,4,20,2,20260729,2026-07-29T14:27:42.455873+00:00,INVITE_SENT,267,,0,2026-08-19 13:16:44
1434,EVT-0001434,4,39,2,20260729,2026-07-29T14:21:42.455873+00:00,INVITE_SENT,195,,0,2026-08-19 13:16:44
1435,EVT-0001435,4,111,1,20260729,2026-07-29T14:12:42.455873+00:00,INVITE_SENT,203,,0,2026-08-19 13:16:44
1436,EVT-0001436,4,26,3,20260729,2026-07-29T10:51:42.455873+00:00,INVITE_SENT,253,,0,2026-08-19 13:16:44
1437,EVT-0001437,4,26,3,20260730,2026-07-30T08:04:36.243624+00:00,INVITE_ACCEPTED,0,2.94,0,2026-08-19 13:16:44
1438,EVT-0001438,4,26,3,20260730,2026-07-30T11:37:02.531960+00:00,MESSAGE_SENT,336,,0,2026-08-19 13:16:44
1439,EVT-0001439,4,90,1,20260729,2026-07-29T17:03:42.455873+00:00,INVITE_SENT,169,,0,2026-08-19 13:16:44
1440,EVT-0001440,4,60,3,20260729,2026-07-29T12:21:42.455873+00:00,INVITE_SENT,234,,0,2026-08-19 13:16:44
1441,EVT-0001441,4,60,3,20260730,2026-07-30T10:46:03.475201+00:00,INVITE_ACCEPTED,0,11.19,0,2026-08-19 13:16:44
1442,EVT-0001442,4,60,3,20260730,2026-07-30T12:13:47.307540+00:00,MESSAGE_SENT,411,,0,2026-08-19 13:16:44
1443,EVT-0001443,4,78,2,20260729,2026-07-29T16:33:42.455873+00:00,INVITE_SENT,145,,0,2026-08-19 13:16:44
1444,EVT-0001444,4,88,2,20260729,2026-07-29T09:04:42.455873+00:00,INVITE_SENT,218,,0,2026-08-19 13:16:44
1445,EVT-0001445,4,88,2,20260730,2026-07-30T07:42:27.744176+00:00,INVITE_ACCEPTED,0,7.39,0,2026-08-19 13:16:44
1446,EVT-0001446,4,88,2,20260730,2026-07-30T10:48:10.867608+00:00,MESSAGE_SENT,206,,0,2026-08-19 13:16:44
1447,EVT-0001447,4,10,3,20260729,2026-07-29T11:46:42.455873+00:00,INVITE_SENT,234,,0,2026-08-19 13:16:44
1448,EVT-0001448,4,61,2,20260729,2026-07-29T13:46:42.455873+00:00,INVITE_SENT,242,,0,2026-08-19 13:16:44
1449,EVT-0001449,4,113,2,20260729,2026-07-29T13:23:42.455873+00:00,INVITE_SENT,155,,0,2026-08-19 13:16:44
1450,EVT-0001450,4,50,3,20260729,2026-07-29T15:19:42.455873+00:00,INVITE_SENT,193,,0,2026-08-19 13:16:44
1451,EVT-0001451,4,50,3,20260729,2026-07-29T20:37:43.864980+00:00,INVITE_ACCEPTED,0,14.92,0,2026-08-19 13:16:44
1452,EVT-0001452,4,50,3,20260729,2026-07-29T23:47:28.049741+00:00,MESSAGE_SENT,359,,0,2026-08-19 13:16:44
1453,EVT-0001453,4,87,3,20260729,2026-07-29T14:56:42.455873+00:00,INVITE_SENT,195,,0,2026-08-19 13:16:44
1454,EVT-0001454,4,87,3,20260730,2026-07-30T00:19:53.773868+00:00,INVITE_ACCEPTED,0,8.97,0,2026-08-19 13:16:44
1455,EVT-0001455,4,87,3,20260730,2026-07-30T02:11:18.716225+00:00,MESSAGE_SENT,378,,0,2026-08-19 13:16:44
1456,EVT-0001456,4,47,3,20260729,2026-07-29T13:10:42.455873+00:00,INVITE_SENT,190,,0,2026-08-19 13:16:44
1457,EVT-0001457,4,48,3,20260729,2026-07-29T09:16:42.455873+00:00,INVITE_SENT,147,,0,2026-08-19 13:16:44
1458,EVT-0001458,5,67,2,20260729,2026-07-29T11:25:42.455873+00:00,INVITE_SENT,147,,0,2026-08-19 13:16:44
1459,EVT-0001459,5,67,2,20260729,2026-07-29T21:45:22.903497+00:00,INVITE_ACCEPTED,0,21.58,0,2026-08-19 13:16:44
1460,EVT-0001460,5,67,2,20260729,2026-07-29T23:25:01.547283+00:00,MESSAGE_SENT,283,,0,2026-08-19 13:16:44
1461,EVT-0001461,5,45,1,20260729,2026-07-29T12:41:42.455873+00:00,INVITE_SENT,225,,0,2026-08-19 13:16:44
1462,EVT-0001462,5,45,1,20260729,2026-07-29T22:01:12.062217+00:00,INVITE_ACCEPTED,0,5.4,0,2026-08-19 13:16:44
1463,EVT-0001463,5,45,1,20260730,2026-07-30T00:57:21.736527+00:00,MESSAGE_SENT,411,,0,2026-08-19 13:16:44
1464,EVT-0001464,5,45,1,20260730,2026-07-30T03:43:05.347106+00:00,REPLY_RECEIVED,121,16.56,0,2026-08-19 13:16:44
1465,EVT-0001465,5,47,1,20260729,2026-07-29T12:38:42.455873+00:00,INVITE_SENT,178,,0,2026-08-19 13:16:44
1466,EVT-0001466,5,47,1,20260730,2026-07-30T07:11:07.948280+00:00,INVITE_ACCEPTED,0,13.42,0,2026-08-19 13:16:44
1467,EVT-0001467,5,47,1,20260730,2026-07-30T08:51:06.352005+00:00,MESSAGE_SENT,403,,0,2026-08-19 13:16:44
1468,EVT-0001468,5,47,1,20260730,2026-07-30T11:21:36.407474+00:00,REPLY_RECEIVED,130,2.49,0,2026-08-19 13:16:44
1469,EVT-0001469,5,82,3,20260729,2026-07-29T09:29:42.455873+00:00,INVITE_SENT,152,,0,2026-08-19 13:16:44
1470,EVT-0001470,5,50,2,20260729,2026-07-29T10:01:42.455873+00:00,INVITE_SENT,228,,0,2026-08-19 13:16:44
1471,EVT-0001471,5,50,2,20260730,2026-07-30T07:44:17.053849+00:00,INVITE_ACCEPTED,0,4.06,0,2026-08-19 13:16:44
1472,EVT-0001472,5,50,2,20260730,2026-07-30T08:58:30.368447+00:00,MESSAGE_SENT,390,,0,2026-08-19 13:16:44
1473,EVT-0001473,5,31,3,20260729,2026-07-29T11:40:42.455873+00:00,INVITE_SENT,151,,0,2026-08-19 13:16:44
1474,EVT-0001474,5,31,3,20260730,2026-07-30T07:29:41.893760+00:00,INVITE_ACCEPTED,0,8.27,0,2026-08-19 13:16:44
1475,EVT-0001475,5,31,3,20260730,2026-07-30T10:04:10.111031+00:00,MESSAGE_SENT,370,,0,2026-08-19 13:16:44
1476,EVT-0001476,5,106,1,20260729,2026-07-29T13:22:42.455873+00:00,INVITE_SENT,151,,0,2026-08-19 13:16:44
1477,EVT-0001477,5,106,1,20260730,2026-07-30T04:22:50.935086+00:00,INVITE_ACCEPTED,0,8.56,0,2026-08-19 13:16:44
1478,EVT-0001478,5,106,1,20260730,2026-07-30T06:27:49.850010+00:00,MESSAGE_SENT,277,,0,2026-08-19 13:16:44
1479,EVT-0001479,5,72,2,20260729,2026-07-29T14:46:42.455873+00:00,INVITE_SENT,149,,0,2026-08-19 13:16:44
1480,EVT-0001480,5,72,2,20260730,2026-07-30T02:19:28.862531+00:00,INVITE_ACCEPTED,0,23.12,0,2026-08-19 13:16:44
1481,EVT-0001481,5,72,2,20260730,2026-07-30T03:35:55.931157+00:00,MESSAGE_SENT,423,,0,2026-08-19 13:16:44
1482,EVT-0001482,5,72,2,20260730,2026-07-30T11:36:55.678242+00:00,REPLY_RECEIVED,115,13.6,0,2026-08-19 13:16:44
1483,EVT-0001483,5,90,2,20260729,2026-07-29T09:12:42.455873+00:00,INVITE_SENT,279,,0,2026-08-19 13:16:44
1484,EVT-0001484,5,90,2,20260729,2026-07-29T20:02:26.222573+00:00,INVITE_ACCEPTED,0,16.86,0,2026-08-19 13:16:44
1485,EVT-0001485,5,90,2,20260729,2026-07-29T23:54:12.533986+00:00,MESSAGE_SENT,288,,0,2026-08-19 13:16:44
1486,EVT-0001486,5,119,1,20260729,2026-07-29T10:27:42.455873+00:00,INVITE_SENT,231,,0,2026-08-19 13:16:44
1487,EVT-0001487,5,119,1,20260729,2026-07-29T18:54:07.094808+00:00,INVITE_ACCEPTED,0,17.69,0,2026-08-19 13:16:44
1488,EVT-0001488,5,119,1,20260729,2026-07-29T20:36:42.984637+00:00,MESSAGE_SENT,427,,0,2026-08-19 13:16:44
1489,EVT-0001489,5,119,1,20260729,2026-07-29T23:28:26.139730+00:00,REPLY_RECEIVED,104,5.49,1,2026-08-19 13:16:44
1490,EVT-0001490,5,60,3,20260729,2026-07-29T11:08:42.455873+00:00,INVITE_SENT,161,,0,2026-08-19 13:16:44
1491,EVT-0001491,5,60,3,20260730,2026-07-30T02:26:14.549641+00:00,INVITE_ACCEPTED,0,6.52,0,2026-08-19 13:16:44
1492,EVT-0001492,5,60,3,20260730,2026-07-30T05:04:27.000719+00:00,MESSAGE_SENT,425,,0,2026-08-19 13:16:44
1493,EVT-0001493,5,60,3,20260730,2026-07-30T09:06:13.342046+00:00,REPLY_RECEIVED,63,2.31,0,2026-08-19 13:16:44
1494,EVT-0001494,5,54,2,20260729,2026-07-29T11:42:42.455873+00:00,INVITE_SENT,194,,0,2026-08-19 13:16:44
1495,EVT-0001495,5,63,1,20260729,2026-07-29T11:46:42.455873+00:00,INVITE_SENT,146,,0,2026-08-19 13:16:44
1496,EVT-0001496,5,54,2,20260729,2026-07-29T16:20:42.455873+00:00,INVITE_SENT,239,,0,2026-08-19 13:16:44
1497,EVT-0001497,5,3,1,20260729,2026-07-29T12:14:42.455873+00:00,INVITE_SENT,171,,0,2026-08-19 13:16:44
1498,EVT-0001498,5,31,1,20260729,2026-07-29T17:41:42.455873+00:00,INVITE_SENT,164,,0,2026-08-19 13:16:44
1499,EVT-0001499,5,108,3,20260729,2026-07-29T16:28:42.455873+00:00,INVITE_SENT,173,,0,2026-08-19 13:16:44
1500,EVT-0001500,5,108,3,20260729,2026-07-29T21:01:25.730730+00:00,INVITE_ACCEPTED,0,6.48,0,2026-08-19 13:16:44
1501,EVT-0001501,5,108,3,20260730,2026-07-30T00:44:44.446582+00:00,MESSAGE_SENT,258,,0,2026-08-19 13:16:44
1502,EVT-0001502,5,65,2,20260729,2026-07-29T17:57:42.455873+00:00,INVITE_SENT,130,,0,2026-08-19 13:16:44
1503,EVT-0001503,5,65,2,20260729,2026-07-29T21:13:02.476956+00:00,INVITE_ACCEPTED,0,8.01,0,2026-08-19 13:16:44
1504,EVT-0001504,5,65,2,20260729,2026-07-29T22:28:17.922851+00:00,MESSAGE_SENT,277,,0,2026-08-19 13:16:44
1505,EVT-0001505,5,65,2,20260730,2026-07-30T03:37:44.492482+00:00,REPLY_RECEIVED,184,7.32,1,2026-08-19 13:16:44
1506,EVT-0001506,5,101,3,20260729,2026-07-29T10:59:42.455873+00:00,INVITE_SENT,183,,0,2026-08-19 13:16:44
1507,EVT-0001507,5,28,2,20260729,2026-07-29T13:57:42.455873+00:00,INVITE_SENT,178,,0,2026-08-19 13:16:44
1508,EVT-0001508,5,28,2,20260730,2026-07-30T06:24:47.396071+00:00,INVITE_ACCEPTED,0,6.23,0,2026-08-19 13:16:44
1509,EVT-0001509,5,28,2,20260730,2026-07-30T09:10:19.744873+00:00,MESSAGE_SENT,202,,0,2026-08-19 13:16:44
1510,EVT-0001510,5,73,2,20260729,2026-07-29T09:22:42.455873+00:00,INVITE_SENT,278,,0,2026-08-19 13:16:44
1511,EVT-0001511,5,73,2,20260730,2026-07-30T01:03:56.180770+00:00,INVITE_ACCEPTED,0,20.83,0,2026-08-19 13:16:44
1512,EVT-0001512,5,73,2,20260730,2026-07-30T03:18:08.534852+00:00,MESSAGE_SENT,403,,0,2026-08-19 13:16:44
1513,EVT-0001513,5,16,3,20260729,2026-07-29T11:25:42.455873+00:00,INVITE_SENT,138,,0,2026-08-19 13:16:44
1514,EVT-0001514,5,16,3,20260730,2026-07-30T09:05:06.534889+00:00,INVITE_ACCEPTED,0,14.84,0,2026-08-19 13:16:44
1515,EVT-0001515,5,16,3,20260730,2026-07-30T10:16:58.734196+00:00,MESSAGE_SENT,387,,0,2026-08-19 13:16:44
1516,EVT-0001516,5,56,3,20260729,2026-07-29T14:46:42.455873+00:00,INVITE_SENT,202,,0,2026-08-19 13:16:44
1517,EVT-0001517,5,107,1,20260729,2026-07-29T09:35:42.455873+00:00,INVITE_SENT,164,,0,2026-08-19 13:16:44
1518,EVT-0001518,5,107,1,20260730,2026-07-30T04:06:41.384923+00:00,INVITE_ACCEPTED,0,22.24,0,2026-08-19 13:16:44
1519,EVT-0001519,5,107,1,20260730,2026-07-30T05:49:30.794649+00:00,MESSAGE_SENT,314,,0,2026-08-19 13:16:44
1520,EVT-0001520,5,4,3,20260729,2026-07-29T12:22:42.455873+00:00,INVITE_SENT,175,,0,2026-08-19 13:16:44
1521,EVT-0001521,5,110,1,20260729,2026-07-29T11:34:42.455873+00:00,INVITE_SENT,238,,0,2026-08-19 13:16:44
1522,EVT-0001522,5,110,1,20260729,2026-07-29T17:16:31.285954+00:00,INVITE_ACCEPTED,0,8.58,0,2026-08-19 13:16:44
1523,EVT-0001523,5,110,1,20260729,2026-07-29T19:43:14.463444+00:00,MESSAGE_SENT,256,,0,2026-08-19 13:16:44
1524,EVT-0001524,5,75,3,20260729,2026-07-29T11:56:42.455873+00:00,INVITE_SENT,238,,0,2026-08-19 13:16:44
1525,EVT-0001525,5,75,3,20260729,2026-07-29T23:15:00.662575+00:00,INVITE_ACCEPTED,0,6.9,0,2026-08-19 13:16:44
1526,EVT-0001526,5,75,3,20260730,2026-07-30T00:53:31.996812+00:00,MESSAGE_SENT,352,,0,2026-08-19 13:16:44
1527,EVT-0001527,5,109,2,20260729,2026-07-29T12:03:42.455873+00:00,INVITE_SENT,162,,0,2026-08-19 13:16:44
1528,EVT-0001528,5,109,2,20260729,2026-07-29T16:25:45.500617+00:00,INVITE_ACCEPTED,0,11.21,0,2026-08-19 13:16:44
1529,EVT-0001529,5,109,2,20260729,2026-07-29T19:20:36.631516+00:00,MESSAGE_SENT,335,,0,2026-08-19 13:16:44
1530,EVT-0001530,5,103,2,20260729,2026-07-29T15:57:42.455873+00:00,INVITE_SENT,231,,0,2026-08-19 13:16:44
1531,EVT-0001531,1,55,2,20260730,2026-07-30T14:35:42.455873+00:00,INVITE_SENT,252,,0,2026-08-19 13:16:44
1532,EVT-0001532,1,53,2,20260730,2026-07-30T15:42:42.455873+00:00,INVITE_SENT,239,,0,2026-08-19 13:16:44
1533,EVT-0001533,1,89,1,20260730,2026-07-30T11:43:42.455873+00:00,INVITE_SENT,163,,0,2026-08-19 13:16:44
1534,EVT-0001534,1,98,1,20260730,2026-07-30T17:44:42.455873+00:00,INVITE_SENT,192,,0,2026-08-19 13:16:44
1535,EVT-0001535,1,25,3,20260730,2026-07-30T09:33:42.455873+00:00,INVITE_SENT,249,,0,2026-08-19 13:16:44
1536,EVT-0001536,1,25,3,20260731,2026-07-31T01:33:36.832923+00:00,INVITE_ACCEPTED,0,21.28,0,2026-08-19 13:16:44
1537,EVT-0001537,1,25,3,20260731,2026-07-31T04:35:39.607840+00:00,MESSAGE_SENT,426,,0,2026-08-19 13:16:44
1538,EVT-0001538,2,40,3,20260730,2026-07-30T14:01:42.455873+00:00,INVITE_SENT,210,,0,2026-08-19 13:16:44
1539,EVT-0001539,2,55,3,20260730,2026-07-30T14:47:42.455873+00:00,INVITE_SENT,276,,0,2026-08-19 13:16:44
1540,EVT-0001540,2,55,3,20260731,2026-07-31T08:14:25.452897+00:00,INVITE_ACCEPTED,0,10.3,0,2026-08-19 13:16:44
1541,EVT-0001541,2,55,3,20260731,2026-07-31T09:46:07.971460+00:00,MESSAGE_SENT,286,,0,2026-08-19 13:16:44
1542,EVT-0001542,2,45,2,20260730,2026-07-30T15:33:42.455873+00:00,INVITE_SENT,225,,0,2026-08-19 13:16:44
1543,EVT-0001543,2,15,3,20260730,2026-07-30T13:06:42.455873+00:00,INVITE_SENT,229,,0,2026-08-19 13:16:44
1544,EVT-0001544,2,77,3,20260730,2026-07-30T09:21:42.455873+00:00,INVITE_SENT,124,,0,2026-08-19 13:16:44
1545,EVT-0001545,2,77,3,20260731,2026-07-31T08:20:05.474916+00:00,INVITE_ACCEPTED,0,11.44,0,2026-08-19 13:16:44
1546,EVT-0001546,2,77,3,20260731,2026-07-31T11:10:04.097397+00:00,MESSAGE_SENT,369,,0,2026-08-19 13:16:44
1547,EVT-0001547,2,77,3,20260801,2026-08-01T03:52:02.359651+00:00,REPLY_RECEIVED,107,15.21,1,2026-08-19 13:16:44
1548,EVT-0001548,2,81,1,20260730,2026-07-30T13:41:42.455873+00:00,INVITE_SENT,217,,0,2026-08-19 13:16:44
1549,EVT-0001549,2,81,1,20260730,2026-07-30T17:45:50.156080+00:00,INVITE_ACCEPTED,0,18.64,0,2026-08-19 13:16:44
1550,EVT-0001550,2,81,1,20260730,2026-07-30T18:56:51.730022+00:00,MESSAGE_SENT,362,,0,2026-08-19 13:16:44
1551,EVT-0001551,2,40,1,20260730,2026-07-30T10:27:42.455873+00:00,INVITE_SENT,152,,0,2026-08-19 13:16:44
1552,EVT-0001552,2,40,1,20260731,2026-07-31T02:13:00.505339+00:00,INVITE_ACCEPTED,0,23.68,0,2026-08-19 13:16:44
1553,EVT-0001553,2,40,1,20260731,2026-07-31T03:53:05.856846+00:00,MESSAGE_SENT,272,,0,2026-08-19 13:16:44
1554,EVT-0001554,2,40,1,20260731,2026-07-31T19:20:00.289245+00:00,REPLY_RECEIVED,72,6.13,1,2026-08-19 13:16:44
1555,EVT-0001555,2,102,2,20260730,2026-07-30T14:08:42.455873+00:00,INVITE_SENT,176,,0,2026-08-19 13:16:44
1556,EVT-0001556,2,56,2,20260730,2026-07-30T16:04:42.455873+00:00,INVITE_SENT,232,,0,2026-08-19 13:16:44
1557,EVT-0001557,2,56,2,20260730,2026-07-30T22:42:04.682557+00:00,INVITE_ACCEPTED,0,23.33,0,2026-08-19 13:16:44
1558,EVT-0001558,2,56,2,20260731,2026-07-31T00:39:47.126670+00:00,MESSAGE_SENT,358,,0,2026-08-19 13:16:44
1559,EVT-0001559,3,64,2,20260730,2026-07-30T15:28:42.455873+00:00,INVITE_SENT,215,,0,2026-08-19 13:16:44
1560,EVT-0001560,3,110,3,20260730,2026-07-30T10:06:42.455873+00:00,INVITE_SENT,212,,0,2026-08-19 13:16:44
1561,EVT-0001561,3,110,3,20260730,2026-07-30T17:47:58.171581+00:00,INVITE_ACCEPTED,0,2.9,0,2026-08-19 13:16:44
1562,EVT-0001562,3,110,3,20260730,2026-07-30T20:27:40.498362+00:00,MESSAGE_SENT,401,,0,2026-08-19 13:16:44
1563,EVT-0001563,3,110,3,20260731,2026-07-31T00:15:56.575860+00:00,REPLY_RECEIVED,67,2.01,0,2026-08-19 13:16:44
1564,EVT-0001564,3,27,3,20260730,2026-07-30T13:10:42.455873+00:00,INVITE_SENT,176,,0,2026-08-19 13:16:44
1565,EVT-0001565,3,27,3,20260730,2026-07-30T22:34:18.093975+00:00,INVITE_ACCEPTED,0,14.67,0,2026-08-19 13:16:44
1566,EVT-0001566,3,27,3,20260731,2026-07-31T01:06:27.453565+00:00,MESSAGE_SENT,378,,0,2026-08-19 13:16:44
1567,EVT-0001567,3,118,3,20260730,2026-07-30T16:51:42.455873+00:00,INVITE_SENT,152,,0,2026-08-19 13:16:44
1568,EVT-0001568,3,62,3,20260730,2026-07-30T16:19:42.455873+00:00,INVITE_SENT,194,,0,2026-08-19 13:16:44
1569,EVT-0001569,3,14,1,20260730,2026-07-30T09:09:42.455873+00:00,INVITE_SENT,184,,0,2026-08-19 13:16:44
1570,EVT-0001570,3,67,3,20260730,2026-07-30T10:57:42.455873+00:00,INVITE_SENT,139,,0,2026-08-19 13:16:44
1571,EVT-0001571,3,58,1,20260730,2026-07-30T14:51:42.455873+00:00,INVITE_SENT,156,,0,2026-08-19 13:16:44
1572,EVT-0001572,3,5,1,20260730,2026-07-30T12:16:42.455873+00:00,INVITE_SENT,160,,0,2026-08-19 13:16:44
1573,EVT-0001573,3,5,1,20260731,2026-07-31T09:14:55.923108+00:00,INVITE_ACCEPTED,0,19.39,0,2026-08-19 13:16:44
1574,EVT-0001574,3,5,1,20260731,2026-07-31T11:46:24.073839+00:00,MESSAGE_SENT,382,,0,2026-08-19 13:16:44
1575,EVT-0001575,3,37,1,20260730,2026-07-30T12:48:42.455873+00:00,INVITE_SENT,246,,0,2026-08-19 13:16:44
1576,EVT-0001576,3,44,2,20260730,2026-07-30T11:06:42.455873+00:00,INVITE_SENT,182,,0,2026-08-19 13:16:44
1577,EVT-0001577,3,23,3,20260730,2026-07-30T13:47:42.455873+00:00,INVITE_SENT,133,,0,2026-08-19 13:16:44
1578,EVT-0001578,3,23,3,20260731,2026-07-31T07:31:05.524119+00:00,INVITE_ACCEPTED,0,7.46,0,2026-08-19 13:16:44
1579,EVT-0001579,3,23,3,20260731,2026-07-31T10:35:07.762442+00:00,MESSAGE_SENT,201,,0,2026-08-19 13:16:44
1580,EVT-0001580,3,106,1,20260730,2026-07-30T12:50:42.455873+00:00,INVITE_SENT,208,,0,2026-08-19 13:16:44
1581,EVT-0001581,4,13,3,20260730,2026-07-30T09:36:42.455873+00:00,INVITE_SENT,280,,0,2026-08-19 13:16:44
1582,EVT-0001582,4,113,3,20260730,2026-07-30T09:03:42.455873+00:00,INVITE_SENT,185,,0,2026-08-19 13:16:44
1583,EVT-0001583,4,113,3,20260730,2026-07-30T12:24:29.084564+00:00,INVITE_ACCEPTED,0,3.31,0,2026-08-19 13:16:44
1584,EVT-0001584,4,113,3,20260730,2026-07-30T14:34:19.042802+00:00,MESSAGE_SENT,314,,0,2026-08-19 13:16:44
1585,EVT-0001585,4,101,2,20260730,2026-07-30T17:07:42.455873+00:00,INVITE_SENT,128,,0,2026-08-19 13:16:44
1586,EVT-0001586,4,104,2,20260730,2026-07-30T14:52:42.455873+00:00,INVITE_SENT,225,,0,2026-08-19 13:16:44
1587,EVT-0001587,4,109,3,20260730,2026-07-30T12:02:42.455873+00:00,INVITE_SENT,148,,0,2026-08-19 13:16:44
1588,EVT-0001588,4,100,2,20260730,2026-07-30T15:25:42.455873+00:00,INVITE_SENT,190,,0,2026-08-19 13:16:44
1589,EVT-0001589,4,41,3,20260730,2026-07-30T17:48:42.455873+00:00,INVITE_SENT,274,,0,2026-08-19 13:16:44
1590,EVT-0001590,4,41,3,20260731,2026-07-31T14:07:23.936735+00:00,INVITE_ACCEPTED,0,23.94,0,2026-08-19 13:16:44
1591,EVT-0001591,4,41,3,20260731,2026-07-31T16:15:15.743461+00:00,MESSAGE_SENT,416,,0,2026-08-19 13:16:44
1592,EVT-0001592,4,113,2,20260730,2026-07-30T16:24:42.455873+00:00,INVITE_SENT,181,,0,2026-08-19 13:16:44
1593,EVT-0001593,4,36,3,20260730,2026-07-30T11:41:42.455873+00:00,INVITE_SENT,208,,0,2026-08-19 13:16:44
1594,EVT-0001594,4,57,3,20260730,2026-07-30T16:57:42.455873+00:00,INVITE_SENT,258,,0,2026-08-19 13:16:44
1595,EVT-0001595,4,13,3,20260730,2026-07-30T17:20:42.455873+00:00,INVITE_SENT,266,,0,2026-08-19 13:16:44
1596,EVT-0001596,4,37,3,20260730,2026-07-30T09:02:42.455873+00:00,INVITE_SENT,146,,0,2026-08-19 13:16:44
1597,EVT-0001597,4,37,3,20260731,2026-07-31T00:35:51.266775+00:00,INVITE_ACCEPTED,0,16.24,0,2026-08-19 13:16:44
1598,EVT-0001598,4,37,3,20260731,2026-07-31T02:44:46.145393+00:00,MESSAGE_SENT,245,,0,2026-08-19 13:16:44
1599,EVT-0001599,4,34,2,20260730,2026-07-30T09:41:42.455873+00:00,INVITE_SENT,145,,0,2026-08-19 13:16:44
1600,EVT-0001600,4,9,2,20260730,2026-07-30T11:39:42.455873+00:00,INVITE_SENT,161,,0,2026-08-19 13:16:44
1601,EVT-0001601,4,106,1,20260730,2026-07-30T12:45:42.455873+00:00,INVITE_SENT,221,,0,2026-08-19 13:16:44
1602,EVT-0001602,4,106,1,20260730,2026-07-30T16:58:25.027814+00:00,INVITE_ACCEPTED,0,6.24,0,2026-08-19 13:16:44
1603,EVT-0001603,4,106,1,20260730,2026-07-30T18:33:58.927493+00:00,MESSAGE_SENT,386,,0,2026-08-19 13:16:44
1604,EVT-0001604,4,26,2,20260730,2026-07-30T14:43:42.455873+00:00,INVITE_SENT,176,,0,2026-08-19 13:16:44
1605,EVT-0001605,4,26,2,20260731,2026-07-31T05:26:42.946204+00:00,INVITE_ACCEPTED,0,6.13,0,2026-08-19 13:16:44
1606,EVT-0001606,4,26,2,20260731,2026-07-31T09:09:47.175537+00:00,MESSAGE_SENT,413,,0,2026-08-19 13:16:44
1607,EVT-0001607,4,87,3,20260730,2026-07-30T17:58:42.455873+00:00,INVITE_SENT,251,,0,2026-08-19 13:16:44
1608,EVT-0001608,4,27,1,20260730,2026-07-30T13:51:42.455873+00:00,INVITE_SENT,247,,0,2026-08-19 13:16:44
1609,EVT-0001609,4,117,2,20260730,2026-07-30T11:25:42.455873+00:00,INVITE_SENT,198,,0,2026-08-19 13:16:44
1610,EVT-0001610,4,90,1,20260730,2026-07-30T16:37:42.455873+00:00,INVITE_SENT,249,,0,2026-08-19 13:16:44
1611,EVT-0001611,4,90,1,20260731,2026-07-31T12:00:22.068773+00:00,INVITE_ACCEPTED,0,11.58,0,2026-08-19 13:16:44
1612,EVT-0001612,4,90,1,20260731,2026-07-31T15:39:15.484922+00:00,MESSAGE_SENT,231,,0,2026-08-19 13:16:44
1613,EVT-0001613,4,90,1,20260731,2026-07-31T21:45:52.804310+00:00,REPLY_RECEIVED,132,4.42,1,2026-08-19 13:16:44
1614,EVT-0001614,4,111,3,20260730,2026-07-30T09:20:42.455873+00:00,INVITE_SENT,250,,0,2026-08-19 13:16:44
1615,EVT-0001615,4,111,3,20260731,2026-07-31T08:32:38.513765+00:00,INVITE_ACCEPTED,0,8.1,0,2026-08-19 13:16:44
1616,EVT-0001616,4,111,3,20260731,2026-07-31T10:37:39.937449+00:00,MESSAGE_SENT,219,,0,2026-08-19 13:16:44
1617,EVT-0001617,4,111,1,20260730,2026-07-30T14:39:42.455873+00:00,INVITE_SENT,191,,0,2026-08-19 13:16:44
